/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_19_439.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_19_439.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_19_439.jpg, 0, 0, 0, 1.378542E-05
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_19_540.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_19_540.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_19_540.jpg, 0, 0, 0, 1.453001E-06
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_19_641.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_19_641.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_19_641.jpg, 0, 0, 0, 6.252703E-06
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_19_742.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_19_742.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_19_742.jpg, 0, 0, 0, 1.116244E-05
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_19_843.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_19_843.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_19_843.jpg, 0, 0, 0, 4.304919E-06
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_19_945.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_19_945.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_19_945.jpg, 0, 0, 0, 1.967722E-06
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_20_047.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_20_047.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_20_047.jpg, 0, 0, 0, 9.166603E-07
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_20_148.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_20_148.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_20_148.jpg, 0, 0, 0, 3.22171E-06
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_20_249.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_20_249.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_20_249.jpg, 0, 0, 0, 4.99726E-06
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_20_350.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_20_350.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_20_350.jpg, 0, 0, 0, 7.048063E-06
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_20_453.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_20_453.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_20_453.jpg, 0, 0, 0, 9.402438E-06
/home/imad/Desktop/code/data/IMG/center_2020_01_16_10_33_20_555.jpg, /home/imad/Desktop/code/data/IMG/left_2020_01_16_10_33_20_555.jpg, /home/imad/Desktop/code/data/IMG/right_2020_01_16_10_33_20_555.jpg, 0, 0, 0, 1.199151E-05
